Time,Precision,Recall
19679,0.6569767441860465,1.0
38497,0.6960985626283368,1.0
107615,0.9941348973607038,1.0
195364,1.0,1.0
16390,0.6384180790960452,1.0
34233,0.6699604743083004,1.0
51587,0.6739562624254473,1.0
69188,0.6752988047808764,1.0
84412,0.6807228915662651,1.0
104204,0.9912280701754386,1.0
121427,1.0,1.0
15717,0.6289424860853432,1.0
32889,1.0,1.0
160452,1.0,0.008849557522123894
