Time,Precision,Recall
15109,0.4121212121212121,1.0
34713,0.44541484716157204,1.0
50906,0.45434298440979953,1.0
67280,0.9902912621359223,1.0
100783,1.0,1.0
17728,0.39611650485436894,1.0
33258,0.4146341463414634,1.0
50976,0.44155844155844154,1.0
86351,0.4444444444444444,1.0
118929,0.44933920704845814,1.0
170503,1.0,1.0
18890,0.41379310344827586,1.0
38377,0.425,1.0
56400,0.9902912621359223,1.0
108208,1.0,1.0
