PackNum,Precision,Recall
1,0.6499261447562777,1.0
2,0.8160593867803169,0.912878787878788
3,0.8046282744395953,0.9606060606060606
4,0.8045699507238872,0.9787878787878789
5,0.8005203596020851,0.9909090909090909
6,0.7981892695701865,0.9946969696969697
7,0.7942514308882075,0.9969696969696971
8,0.7905982905982906,0.9977272727272727
9,0.7845233501868248,0.9984848484848485
10,0.7817474339559145,0.9984848484848485
11,0.7748433664972046,0.9984848484848485
12,0.7736072262514749,0.9992424242424242
13,0.7686621254245614,0.9992424242424242
14,0.7664632248748363,0.9992424242424242
15,0.7652604049292848,1.0
16,0.7573931313030681,1.0
17,0.7569472031339882,1.0
18,0.7547539918668171,1.0
19,0.7534704297853381,1.0
20,0.7496569919466539,1.0
