PackNum,Precision,Recall
1,0.6499261447562777,1.0
2,0.8239155620582755,0.9363636363636364
3,0.8072374058237655,0.9825757575757575
4,0.881597924889033,0.9363636363636364
5,0.881949825838519,0.9098484848484848
6,0.8867598203982644,0.890909090909091
7,0.8399333290341757,0.9083333333333333
8,0.839860944733319,0.9
9,0.8390214242474108,0.9090909090909091
10,0.8811909750471539,0.8856060606060606
11,0.8811469508822102,0.8810606060606062
12,0.8414326987260711,0.8924242424242425
13,0.8835014815363742,0.8825757575757575
14,0.8836183103650352,0.8787878787878789
15,0.8829963608125718,0.8780303030303029
16,0.8837879024854183,0.8803030303030303
17,0.8552441271707415,0.8848484848484848
18,0.8898038741261844,0.878030303030303
19,0.8926691558554168,0.8757575757575758
20,0.8932473334344353,0.8757575757575756
