PackNum,Precision,Recall
1,0.6499261447562777,1.0
2,0.798092087207757,0.9068181818181819
3,0.7992749254574987,0.9469696969696969
4,0.8809095361812683,0.7227272727272727
5,0.8806195596518177,0.709848484848485
6,0.8176516942474388,0.8484848484848485
7,0.8252446468841533,0.818939393939394
8,0.9899856938483548,0.5083333333333333
9,0.9899856938483548,0.5
10,0.9899856938483548,0.4954545454545454
11,0.8360580084355572,0.775
12,0.8348905497018704,0.7643939393939393
13,0.9898107714701601,0.48636363636363633
14,0.8402832887191595,0.756060606060606
15,0.8432540488449926,0.7477272727272727
16,0.9897209985315712,0.4795454545454545
17,0.9896296296296296,0.4772727272727273
18,0.9895366218236173,0.47575757575757577
19,0.8616806577820046,0.7303030303030303
20,0.989345509893455,0.4712121212121212
