Time,Precision,Recall
15233,0.2982456140350877,1.0
32343,0.9784172661870504,1.0
50515,1.0,1.0
15298,0.2839248434237996,1.0
31006,0.29694323144104806,1.0
49761,0.29955947136563876,1.0
67718,1.0,0.9926470588235294
18766,0.2693069306930693,1.0
38316,0.3008849557522124,1.0
56698,0.30357142857142855,1.0
76119,0.32075471698113206,1.0
94382,0.32304038004750596,1.0
110333,1.0,0.051470588235294115
