PackNum,Precision,Recall
1,0.6499261447562777,1.0
2,0.7874657773991095,0.859090909090909
3,0.784666999716475,0.9136363636363637
4,0.7807950035196596,0.9386363636363636
5,0.774047157001626,0.9545454545454546
6,0.7729834936340021,0.9666666666666668
7,0.7716012996801863,0.971969696969697
8,0.7706992651687713,0.9772727272727274
9,0.7680637776545706,0.9803030303030305
10,0.7643579942665655,0.9848484848484849
11,0.7628747954969803,0.9863636363636363
12,0.7578238414006696,0.9878787878787879
13,0.756047778625757,0.9901515151515152
14,0.7552734851685368,0.9931818181818182
15,0.7519240192239395,0.9939393939393938
16,0.7499017670644816,0.9946969696969696
17,0.7469009295387578,0.996969696969697
18,0.7469009295387578,0.996969696969697
19,0.7464812635508221,0.996969696969697
20,0.7445145860394319,0.9977272727272727
