PackNum,Precision,Recall
1,0.6499261447562777,1.0
2,0.8160593867803169,0.912878787878788
3,0.8046282744395953,0.9606060606060606
4,0.8810942067837017,0.7727272727272728
5,0.8868300904591226,0.7507575757575758
6,0.8197311337295486,0.8742424242424242
7,0.8220082083012072,0.85
8,0.8997958923332058,0.7196969696969697
9,0.8995512820512821,0.7174242424242424
10,0.9088997515546918,0.709090909090909
11,0.8362275540028538,0.8083333333333332
12,0.8413620840916177,0.7984848484848485
13,0.9250170038436595,0.6439393939393939
14,0.893802730480135,0.7575757575757575
15,0.898221769036266,0.7522727272727273
16,0.933498244585797,0.6295454545454545
17,0.9333044332697532,0.6257575757575758
18,0.9332173660940785,0.625
19,0.901280487804878,0.7446969696969696
20,0.9334627784733942,0.6151515151515151
