Time,Precision,Recall
19620,0.14945054945054945,1.0
37701,0.16831683168316833,1.0
54746,0.17042606516290726,1.0
72460,0.1717171717171717,1.0
90604,0.17215189873417722,1.0
128164,0.918918918918919,1.0
183284,1.0,1.0
15416,0.918918918918919,1.0
30593,1.0,1.0
16997,0.8717948717948718,1.0
32779,1.0,1.0
