PackNum,Precision,Recall
1,0.6499261447562777,1.0
2,0.8160593867803169,0.912878787878788
3,0.8046282744395953,0.9606060606060606
4,0.8224367952137407,0.9280303030303031
5,0.8229187345489146,0.896969696969697
6,0.8197311337295486,0.8742424242424242
7,0.8220082083012072,0.85
8,0.8226863159418086,0.8537878787878789
9,0.8214018187637118,0.8462121212121212
10,0.8177437644814617,0.8598484848484849
11,0.8201219313189861,0.8462121212121212
12,0.8227058022325346,0.8401515151515152
13,0.8232751779570796,0.8439393939393941
14,0.8231631113984056,0.8431818181818181
15,0.8263919309711524,0.8333333333333334
16,0.8260855249619294,0.8416666666666668
17,0.8226470643689187,0.846969696969697
18,0.8236300627671378,0.8454545454545453
19,0.8235845823995875,0.8416666666666667
20,0.820850821782584,0.8401515151515152
