PackNum,Precision,Recall
1,0.09896602658788774,1.0
2,0.15033566531363887,1.0
3,0.14229815524951855,1.0
4,0.16494935530753738,1.0
5,0.4532902495625048,1.0
6,0.21509358417570978,1.0
7,0.21716617667895544,1.0
8,0.46619408612363084,1.0
9,0.46647748967336594,1.0
10,0.46647748967336594,1.0
11,0.4480025420200293,1.0
12,0.44881152535738744,1.0
13,0.9083457116135776,1.0
14,0.4744413744384035,1.0
15,0.48188772888125336,1.0
16,0.929312696435984,1.0
17,0.929312696435984,1.0
18,0.929312696435984,1.0
19,0.7079725829725829,1.0
20,1.0,1.0
