PackNum,Precision,Recall
1,0.6499261447562777,1.0
2,0.7874657773991095,0.859090909090909
3,0.784666999716475,0.9136363636363637
4,0.7926194102886744,0.8628787878787879
5,0.7934255982648963,0.8265151515151515
6,0.7947625769318994,0.8037878787878788
7,0.7972653296213225,0.7863636363636363
8,0.7977587471156927,0.8068181818181818
9,0.7983243405586222,0.7977272727272727
10,0.7969636302969637,0.796969696969697
11,0.7984396890072402,0.7954545454545455
12,0.7992303746036432,0.7931818181818181
13,0.7987422117170206,0.790909090909091
14,0.7987251751316213,0.787878787878788
15,0.8008968737468593,0.7893939393939394
16,0.7981448269467007,0.7848484848484848
17,0.7978086459266845,0.7863636363636365
18,0.7995305670965305,0.7825757575757576
19,0.8022145055497232,0.7833333333333333
20,0.7982987530920288,0.7825757575757576
