PackNum,Precision,Recall
1,0.6499261447562777,1.0
2,0.8032091773566822,0.8454545454545453
3,0.796362221734225,0.9303030303030303
4,0.806347948480433,0.8606060606060605
5,0.8149431058656362,0.8022727272727272
6,0.8126105323836033,0.8378787878787879
7,0.8204613598432143,0.7977272727272727
8,0.8245638708194595,0.7840909090909091
9,0.8124287428742875,0.7962121212121213
10,0.8213964383772706,0.7924242424242424
11,0.8211925320450005,0.790909090909091
12,0.8169085759062135,0.787878787878788
13,0.8196829056820514,0.7886363636363637
14,0.81596921288667,0.7946969696969698
15,0.8201571382489831,0.790909090909091
16,0.8234898461174055,0.7871212121212121
17,0.8266723166625107,0.7787878787878787
18,0.8150297869645434,0.7977272727272727
19,0.8157150528094812,0.7946969696969696
20,0.8182617010893823,0.790909090909091
