PackNum,Precision,Recall
1,0.6499261447562777,1.0
2,0.798092087207757,0.9068181818181819
3,0.7992749254574987,0.9469696969696969
4,0.8132886524112605,0.9068181818181819
5,0.8138530947745743,0.8704545454545455
6,0.8176516942474388,0.8484848484848485
7,0.8148527194654253,0.8734848484848485
8,0.815886025805478,0.8560606060606061
9,0.8145079036747619,0.8416666666666667
10,0.816923071142261,0.8280303030303031
11,0.8163758153073962,0.8249999999999998
12,0.8144176434572968,0.8212121212121213
13,0.8130943113321969,0.8333333333333334
14,0.8125632585281322,0.8272727272727273
15,0.813241426575909,0.8212121212121213
16,0.8153647187820684,0.8159090909090909
17,0.8136436008919231,0.8204545454545454
18,0.8140745469210632,0.8227272727272728
19,0.8146401434992039,0.8257575757575757
20,0.8158328479071235,0.818939393939394
