PackNum,Precision,Recall
1,0.6499261447562777,1.0
2,0.8239155620582755,0.9363636363636364
3,0.8072374058237655,0.9825757575757575
4,0.8919462159146092,0.8007575757575758
5,0.8980862962392898,0.7856060606060606
6,0.8867598203982644,0.890909090909091
7,0.8865283111130288,0.8787878787878788
8,0.902649824997595,0.7651515151515151
9,0.9641294838145232,0.7030303030303031
10,0.9641294838145232,0.6886363636363636
11,0.8987214611872146,0.8219696969696969
12,0.898253804923748,0.8174242424242424
13,0.9781576448243116,0.6598484848484848
14,0.90679527238147,0.7886363636363636
15,0.9090196078431373,0.7848484848484848
16,0.9805068226120858,0.646969696969697
17,1.0,0.6143939393939394
18,1.0,0.609090909090909
19,0.940572932214446,0.7454545454545455
20,1.0,0.5878787878787879
