PackNum,Precision,Recall
1,0.6499261447562777,1.0
2,0.8239155620582755,0.9363636363636364
3,0.8072374058237655,0.9825757575757575
4,0.8034776348273724,0.9962121212121212
5,0.799245382080939,1.0
6,0.7909292693828212,1.0
7,0.786240009868063,1.0
8,0.7760448138381383,1.0
9,0.7723836228079085,1.0
10,0.7696892531218906,1.0
11,0.7647745571658615,1.0
12,0.7638904238425752,1.0
13,0.7608165126039391,1.0
14,0.7568901823626736,1.0
15,0.7543097560309264,1.0
16,0.7543097560309264,1.0
17,0.7543097560309264,1.0
18,0.7534525274552296,1.0
19,0.7525967344244471,1.0
20,0.7513391244550299,1.0
