PackNum,Precision,Recall
1,0.6499261447562777,1.0
2,0.8032091773566822,0.8454545454545453
3,0.796362221734225,0.9303030303030303
4,0.7932651879209107,0.9446969696969697
5,0.7926065162907268,0.9583333333333334
6,0.7928564620014433,0.9742424242424242
7,0.7869008365147829,0.9780303030303031
8,0.7854301350160141,0.9863636363636363
9,0.7807779627777217,0.9924242424242425
10,0.7793128954718446,0.9946969696969697
11,0.7764788268051107,0.996969696969697
12,0.7738134635362233,0.9977272727272727
13,0.7730407221242732,0.9984848484848484
14,0.7689965936432367,0.9984848484848484
15,0.7685406157628379,0.9984848484848484
16,0.7593233486090628,0.9984848484848484
17,0.7572833930830022,0.9992424242424242
18,0.755525791718077,0.9992424242424242
19,0.7526098553035334,1.0
20,0.7513130830874676,1.0
