PackNum,Precision,Recall
1,0.19940915805022155,1.0
2,0.287478422558708,1.0
3,0.27759702914982415,1.0
4,0.31257098061287053,1.0
5,0.31623276218073276,1.0
6,0.3024729925830377,1.0
7,0.3079904730771027,1.0
8,0.55791189849472,1.0
9,0.5604007058803567,1.0
10,0.5604007058803567,1.0
11,0.3310526379692289,1.0
12,0.3315694069658357,1.0
13,0.7805907172995781,1.0
14,0.7738095238095237,1.0
15,0.7786069651741293,1.0
16,0.8034447821681864,1.0
17,0.8038617886178862,1.0
18,1.0,1.0
19,1.0,1.0
20,1.0,1.0
