PackNum,Precision,Recall
1,0.6499261447562777,1.0
2,0.8032091773566822,0.8454545454545453
3,0.796362221734225,0.9303030303030303
4,0.8365360851888951,0.6727272727272727
5,0.8443362312818526,0.640909090909091
6,0.8189582442924813,0.7575757575757575
7,0.849712195852919,0.6992424242424242
8,0.9444444444444445,0.4537878787878788
9,0.9450084602368866,0.4515151515151515
10,0.94515852613539,0.4378787878787878
11,0.8947704590818363,0.5954545454545455
12,0.9983164983164983,0.4507575757575757
13,1.0,0.25681818181818183
14,1.0,0.41818181818181815
15,1.0,0.37575757575757573
16,1.0,0.23484848484848486
17,1.0,0.23484848484848486
18,1.0,0.22878787878787876
19,1.0,0.3409090909090909
20,1.0,0.22045454545454546
