PackNum,Precision,Recall
1,0.6499261447562777,1.0
2,0.798092087207757,0.9068181818181819
3,0.7992749254574987,0.9469696969696969
4,0.7978701028650513,0.9712121212121212
5,0.7947125619756091,0.9818181818181818
6,0.7929379951063238,0.9886363636363636
7,0.791131698978905,0.9924242424242423
8,0.7852150245660217,0.996969696969697
9,0.7817358115537512,0.9984848484848484
10,0.7804851914702677,0.9992424242424242
11,0.7760349788107731,1.0
12,0.7746814201581321,1.0
13,0.7728501012755697,1.0
14,0.7705921144740383,1.0
15,0.7683451743403581,1.0
16,0.7652235632647199,1.0
17,0.7634659618997947,1.0
18,0.7616991189404269,1.0
19,0.7603873507933816,1.0
20,0.7603873507933816,1.0
